item_id,category,stock_level,reorder_point,reorder_frequency_days,lead_time_days,daily_demand,demand_std_dev,item_popularity_score,storage_location_id,zone,picking_time_seconds,handling_cost_per_unit,unit_price,holding_cost_per_unit_day,stockout_count_last_month,order_fulfillment_rate,total_orders_last_month,turnover_ratio,layout_efficiency_score,last_restock_date,forecasted_demand_next_7d,KPI_score,date,day_of_week,is_promotional
ITM10000,Groceries,273,229,21,3,31,8,0.796,LOC1000_2,A,35,0.88,19.11285751537849,0.019,0,0.95,825,55.33,0.9,01/16/2023,198,1.28,2023-01-19,3,False
ITM10000,Groceries,235,236,21,3,32,8,0.796,LOC1000_3,A,35,0.88,19.11285751537849,0.019,0,0.95,1084,62.29,0.8,12/31/2022,228,1.277,2023-01-20,4,False
ITM10000,Groceries,259,214,21,3,29,8,0.796,LOC1000_0,A,35,0.88,19.11285751537849,0.019,1,0.92,973,54.84,0.9,12/27/2022,218,1.208,2023-01-21,5,False
ITM10000,Groceries,380,355,21,3,48,13,0.796,LOC1000_1,A,35,0.88,19.11285751537849,0.019,2,0.89,1585,59.29,0.75,12/27/2022,343,1.136,2023-01-22,6,False
ITM10000,Groceries,483,429,21,3,58,16,0.796,LOC1000_2,A,35,0.88,19.11285751537849,0.019,1,0.92,1481,57.37,0.8,01/01/2023,432,1.208,2023-01-23,0,False
ITM10000,Groceries,425,399,21,3,54,15,0.796,LOC1000_3,A,35,0.88,19.11285751537849,0.019,1,0.92,1482,59.55,0.89,12/26/2022,340,1.208,2023-01-24,1,False
ITM10000,Groceries,336,362,21,3,49,13,0.796,LOC1000_0,A,35,0.88,19.11285751537849,0.019,1,0.92,1493,64.92,0.93,01/21/2023,352,1.165,2023-01-25,2,False
ITM10000,Groceries,269,258,21,3,35,9,0.796,LOC1000_1,A,35,0.88,19.11285751537849,0.019,1,0.92,1231,60.55,0.73,12/29/2022,251,1.208,2023-01-26,3,False
ITM10000,Groceries,312,244,21,3,33,9,0.796,LOC1000_2,A,35,0.88,19.11285751537849,0.019,1,0.92,1072,52.71,0.72,01/10/2023,221,1.208,2023-01-27,4,False
ITM10000,Groceries,375,310,21,3,42,11,0.796,LOC1000_3,A,35,0.88,19.11285751537849,0.019,0,0.95,1498,54.85,0.99,01/06/2023,315,1.28,2023-01-28,5,False
ITM10000,Groceries,241,332,21,3,45,12,0.796,LOC1000_0,A,35,0.88,19.11285751537849,0.019,0,0.95,1093,75.0,0.71,01/19/2023,331,1.116,2023-01-29,6,False
ITM10000,Groceries,604,473,21,3,64,17,0.796,LOC1000_1,A,35,0.88,19.11285751537849,0.019,1,0.92,2301,52.79,0.83,01/16/2023,427,1.208,2023-01-30,0,False
ITM10000,Groceries,467,473,21,3,64,17,0.796,LOC1000_2,A,35,0.88,19.11285751537849,0.019,0,0.95,2068,62.46,0.77,01/28/2023,474,1.272,2023-01-31,1,False
ITM10000,Groceries,505,421,21,3,57,15,0.796,LOC1000_3,A,35,0.88,19.11285751537849,0.019,0,0.95,1471,55.11,0.83,01/04/2023,434,1.28,2023-02-01,2,False
ITM10000,Groceries,446,362,21,3,49,13,0.796,LOC1000_0,A,35,0.88,19.11285751537849,0.019,0,0.95,1409,54.11,0.78,01/04/2023,352,1.28,2023-02-02,3,False
ITM10000,Groceries,334,288,21,3,39,10,0.796,LOC1000_1,A,35,0.88,19.11285751537849,0.019,0,0.95,950,56.38,0.9,01/23/2023,257,1.28,2023-02-03,4,False
ITM10000,Groceries,319,332,21,3,45,12,0.796,LOC1000_2,A,35,0.88,19.11285751537849,0.019,1,0.92,1180,63.66,0.96,01/12/2023,344,1.185,2023-02-04,5,False
ITM10000,Groceries,439,399,21,3,54,15,0.796,LOC1000_3,A,35,0.88,19.11285751537849,0.019,1,0.92,1317,58.31,0.98,01/18/2023,350,1.208,2023-02-05,6,False
ITM10000,Groceries,638,591,21,3,80,22,0.796,LOC1000_0,A,35,0.88,19.11285751537849,0.019,1,0.92,2040,59.05,0.91,01/24/2023,517,1.208,2023-02-06,0,False
ITM10000,Groceries,543,547,21,3,74,20,0.796,LOC1000_1,A,35,0.88,19.11285751537849,0.019,0,0.95,2014,62.24,0.94,01/28/2023,526,1.276,2023-02-07,1,False
ITM10000,Groceries,347,466,21,3,63,17,0.796,LOC1000_2,A,35,0.88,19.11285751537849,0.019,0,0.95,1566,73.7,0.82,01/25/2023,397,1.127,2023-02-08,2,False
ITM10000,Groceries,291,406,21,3,55,15,0.796,LOC1000_3,A,35,0.88,19.11285751537849,0.019,2,0.89,1637,75.47,0.73,02/01/2023,349,0.966,2023-02-09,3,False
ITM10000,Groceries,386,340,21,3,46,12,0.796,LOC1000_0,A,35,0.88,19.11285751537849,0.019,1,0.92,1445,57.11,0.91,01/24/2023,321,1.208,2023-02-10,4,False
ITM10000,Groceries,292,347,21,3,47,13,0.796,LOC1000_1,A,35,0.88,19.11285751537849,0.019,0,0.95,1172,68.9,0.82,02/07/2023,298,1.185,2023-02-11,5,False
ITM10000,Groceries,454,451,21,3,61,17,0.796,LOC1000_2,A,35,0.88,19.11285751537849,0.019,1,0.92,1610,61.68,0.75,02/08/2023,452,1.208,2023-02-12,6,False
ITM10000,Groceries,664,532,21,3,72,20,0.796,LOC1000_3,A,35,0.88,19.11285751537849,0.019,0,0.95,1772,53.63,0.86,01/23/2023,547,1.28,2023-02-13,0,False
ITM10000,Groceries,576,495,21,3,67,18,0.796,LOC1000_0,A,35,0.88,19.11285751537849,0.019,2,0.89,2263,56.22,0.72,01/19/2023,453,1.136,2023-02-14,1,False
ITM10000,Groceries,529,429,21,3,58,16,0.796,LOC1000_1,A,35,0.88,19.11285751537849,0.019,0,0.95,1758,54.01,0.92,02/12/2023,417,1.28,2023-02-15,2,False
ITM10000,Groceries,351,340,21,3,46,12,0.796,LOC1000_2,A,35,0.88,19.11285751537849,0.019,0,0.95,1192,60.72,0.96,02/09/2023,305,1.28,2023-02-16,3,False
ITM10000,Groceries,217,199,21,3,27,7,0.796,LOC1000_3,A,35,0.88,19.11285751537849,0.019,1,0.92,881,58.84,0.77,01/19/2023,191,1.208,2023-02-17,4,False
ITM10000,Groceries,219,244,21,3,33,9,0.796,LOC1000_0,A,35,0.88,19.11285751537849,0.019,2,0.89,820,66.18,0.71,02/10/2023,239,1.075,2023-02-18,5,False
ITM10000,Groceries,494,414,21,3,56,15,0.796,LOC1000_1,A,35,0.88,19.11285751537849,0.019,1,0.92,1576,55.24,0.81,01/21/2023,386,1.208,2023-02-19,6,False
ITM10000,Groceries,493,503,21,3,68,19,0.796,LOC1000_2,A,35,0.88,19.11285751537849,0.019,0,0.95,2104,62.68,0.83,01/29/2023,510,1.268,2023-02-20,0,False
ITM10000,Groceries,537,451,21,3,61,17,0.796,LOC1000_3,A,35,0.88,19.11285751537849,0.019,1,0.92,1897,55.32,0.97,02/14/2023,407,1.208,2023-02-21,1,False
ITM10000,Groceries,418,421,21,3,57,15,0.796,LOC1000_0,A,35,0.88,19.11285751537849,0.019,1,0.92,1457,62.29,0.91,01/26/2023,417,1.204,2023-02-22,2,False
ITM10000,Groceries,293,325,21,3,44,12,0.796,LOC1000_1,A,35,0.88,19.11285751537849,0.019,1,0.92,1315,66.09,0.77,01/28/2023,329,1.149,2023-02-23,3,False
ITM10000,Groceries,324,369,21,3,50,14,0.796,LOC1000_2,A,35,0.88,19.11285751537849,0.019,0,0.95,1415,67.22,0.88,02/19/2023,351,1.207,2023-02-24,4,False
ITM10000,Groceries,346,325,21,3,44,12,0.796,LOC1000_3,A,35,0.88,19.11285751537849,0.019,0,0.95,1227,59.59,0.93,02/21/2023,317,1.28,2023-02-25,5,False
ITM10000,Groceries,363,369,21,3,50,14,0.796,LOC1000_0,A,35,0.88,19.11285751537849,0.019,1,0.92,1244,62.71,0.75,02/10/2023,331,1.198,2023-02-26,6,False
ITM10000,Groceries,505,429,21,3,58,16,0.796,LOC1000_1,A,35,0.88,19.11285751537849,0.019,0,0.95,1821,55.71,0.91,02/22/2023,385,1.28,2023-02-27,0,False
ITM10000,Groceries,397,436,21,3,59,16,0.796,LOC1000_2,A,35,0.88,19.11285751537849,0.019,0,0.95,1937,65.66,0.9,02/14/2023,374,1.226,2023-02-28,1,False
ITM10000,Groceries,489,458,21,3,62,17,0.796,LOC1000_3,A,35,0.88,19.11285751537849,0.019,1,0.92,1571,59.47,0.78,02/27/2023,408,1.208,2023-03-01,2,False
ITM10000,Groceries,110,103,21,3,14,3,0.796,LOC1000_0,A,35,0.88,19.11285751537849,0.019,2,0.89,411,59.77,0.98,02/20/2023,90,1.136,2023-03-02,3,False
ITM10000,Groceries,72,81,21,3,11,3,0.796,LOC1000_1,A,35,0.88,19.11285751537849,0.019,0,0.95,391,66.92,0.7,02/03/2023,84,1.213,2023-03-03,4,False
ITM10000,Groceries,96,96,21,3,13,3,0.796,LOC1000_2,A,35,0.88,19.11285751537849,0.019,3,0.86,416,62.03,0.74,03/03/2023,90,1.064,2023-03-04,5,False
ITM10000,Groceries,141,118,21,3,16,4,0.796,LOC1000_3,A,35,0.88,19.11285751537849,0.019,0,0.95,570,55.36,0.73,02/13/2023,115,1.28,2023-03-05,6,False
ITM10000,Groceries,144,177,21,3,24,6,0.796,LOC1000_0,A,35,0.88,19.11285751537849,0.019,2,0.89,817,70.36,0.98,02/14/2023,174,1.024,2023-03-06,0,False
ITM10000,Groceries,855,599,21,3,81,22,0.796,LOC1000_1,A,35,0.88,19.11285751537849,0.019,1,0.92,2848,48.83,0.91,02/15/2023,513,1.208,2023-03-07,1,False
ITM10000,Groceries,511,517,21,3,70,19,0.796,LOC1000_2,A,35,0.88,19.11285751537849,0.019,0,0.95,2010,62.47,0.9,03/04/2023,505,1.273,2023-03-08,2,False
ITM10000,Groceries,565,480,21,3,65,18,0.796,LOC1000_3,A,35,0.88,19.11285751537849,0.019,1,0.92,2245,55.82,0.82,02/27/2023,476,1.208,2023-03-09,3,False
ITM10000,Groceries,360,377,21,3,51,14,0.796,LOC1000_0,A,35,0.88,19.11285751537849,0.019,1,0.92,1712,63.75,0.83,02/14/2023,375,1.181,2023-03-10,4,False
ITM10000,Groceries,369,362,21,3,49,13,0.796,LOC1000_1,A,35,0.88,19.11285751537849,0.019,0,0.95,1391,61.25,0.82,02/18/2023,330,1.28,2023-03-11,5,False
ITM10000,Groceries,428,525,21,3,71,19,0.796,LOC1000_2,A,35,0.88,19.11285751537849,0.019,0,0.95,1906,70.04,0.81,03/05/2023,491,1.169,2023-03-12,6,False
ITM10000,Groceries,579,562,21,3,76,21,0.796,LOC1000_3,A,35,0.88,19.11285751537849,0.019,1,0.92,2170,60.77,0.96,02/25/2023,528,1.208,2023-03-13,0,False
ITM10000,Groceries,452,517,21,3,70,19,0.796,LOC1000_0,A,35,0.88,19.11285751537849,0.019,0,0.95,1966,67.33,0.81,03/02/2023,443,1.205,2023-03-14,1,False
ITM10000,Groceries,576,488,21,3,66,18,0.796,LOC1000_1,A,35,0.88,19.11285751537849,0.019,1,0.92,2152,55.64,0.99,03/14/2023,490,1.208,2023-03-15,2,False
ITM10000,Groceries,519,362,21,3,49,13,0.796,LOC1000_2,A,35,0.88,19.11285751537849,0.019,0,0.95,1556,48.73,0.97,03/08/2023,309,1.28,2023-03-16,3,False
ITM10000,Groceries,271,281,21,3,38,10,0.796,LOC1000_3,A,35,0.88,19.11285751537849,0.019,0,0.95,1029,63.33,0.79,03/08/2023,265,1.259,2023-03-17,4,False
ITM10000,Groceries,405,369,21,3,50,14,0.796,LOC1000_0,A,35,0.88,19.11285751537849,0.019,1,0.92,1566,58.49,0.91,03/10/2023,336,1.208,2023-03-18,5,False
ITM10000,Groceries,390,473,21,3,64,17,0.796,LOC1000_1,A,35,0.88,19.11285751537849,0.019,0,0.95,1675,69.63,0.86,02/26/2023,464,1.175,2023-03-19,6,False
ITM10000,Groceries,418,436,21,3,59,16,0.796,LOC1000_2,A,35,0.88,19.11285751537849,0.019,0,0.95,1597,63.62,0.99,03/05/2023,418,1.255,2023-03-20,0,False
ITM10000,Groceries,537,517,21,3,70,19,0.796,LOC1000_3,A,35,0.88,19.11285751537849,0.019,0,0.95,2479,60.55,0.88,02/25/2023,503,1.28,2023-03-21,1,False
ITM10000,Groceries,514,414,21,3,56,15,0.796,LOC1000_0,A,35,0.88,19.11285751537849,0.019,1,0.92,1754,53.79,0.82,02/25/2023,369,1.208,2023-03-22,2,False
ITM10000,Groceries,309,325,21,3,44,12,0.796,LOC1000_1,A,35,0.88,19.11285751537849,0.019,0,0.95,1201,63.98,0.95,03/10/2023,325,1.25,2023-03-23,3,False
ITM10000,Groceries,301,266,21,3,36,10,0.796,LOC1000_2,A,35,0.88,19.11285751537849,0.019,1,0.92,1059,57.25,0.88,03/19/2023,258,1.208,2023-03-24,4,False
ITM10000,Groceries,303,273,21,3,37,10,0.796,LOC1000_3,A,35,0.88,19.11285751537849,0.019,0,0.95,898,58.09,0.89,03/07/2023,238,1.28,2023-03-25,5,False
ITM10000,Groceries,420,392,21,3,53,14,0.796,LOC1000_0,A,35,0.88,19.11285751537849,0.019,0,0.95,1520,59.25,0.88,03/11/2023,351,1.28,2023-03-26,6,False
ITM10000,Groceries,379,443,21,3,60,16,0.796,LOC1000_1,A,35,0.88,19.11285751537849,0.019,0,0.95,1938,68.22,1.0,03/23/2023,438,1.193,2023-03-27,0,False
ITM10000,Groceries,658,510,21,3,69,19,0.796,LOC1000_2,A,35,0.88,19.11285751537849,0.019,0,0.95,2134,52.41,0.78,03/25/2023,504,1.28,2023-03-28,1,False
ITM10000,Groceries,404,451,21,3,61,17,0.796,LOC1000_3,A,35,0.88,19.11285751537849,0.019,0,0.95,1514,66.26,0.86,03/27/2023,414,1.217,2023-03-29,2,False
ITM10000,Groceries,302,369,21,3,50,14,0.796,LOC1000_0,A,35,0.88,19.11285751537849,0.019,1,0.92,1728,70.06,0.9,03/14/2023,352,1.099,2023-03-30,3,False
ITM10000,Groceries,233,295,21,3,40,11,0.796,LOC1000_1,A,35,0.88,19.11285751537849,0.019,2,0.89,1310,71.57,0.84,03/29/2023,283,1.01,2023-03-31,4,False
ITM10000,Groceries,513,658,21,3,89,24,0.796,LOC1000_2,A,35,0.88,19.11285751537849,0.019,1,0.92,2872,71.87,0.76,03/16/2023,582,1.076,2023-04-01,5,True
ITM10000,Groceries,905,924,21,3,125,35,0.796,LOC1000_3,A,35,0.88,19.11285751537849,0.019,1,0.92,4193,62.76,0.98,03/26/2023,903,1.196,2023-04-02,6,True
ITM10000,Groceries,905,1080,21,3,146,40,0.796,LOC1000_0,A,35,0.88,19.11285751537849,0.019,0,0.95,5242,68.89,0.98,03/18/2023,950,1.183,2023-04-03,0,True
ITM10000,Groceries,1048,1035,21,3,140,39,0.796,LOC1000_1,A,35,0.88,19.11285751537849,0.019,1,0.92,3574,61.46,0.95,03/12/2023,1030,1.208,2023-04-04,1,True
ITM10000,Groceries,1244,1021,21,3,138,38,0.796,LOC1000_2,A,35,0.88,19.11285751537849,0.019,1,0.92,3747,54.42,0.81,04/02/2023,927,1.208,2023-04-05,2,False
ITM10000,Groceries,924,910,21,3,123,34,0.796,LOC1000_3,A,35,0.88,19.11285751537849,0.019,0,0.95,3612,61.29,0.88,03/22/2023,843,1.28,2023-04-06,3,False
ITM10000,Groceries,733,651,21,3,88,24,0.796,LOC1000_0,A,35,0.88,19.11285751537849,0.019,1,0.92,3011,57.36,0.76,03/11/2023,676,1.208,2023-04-07,4,False
ITM10000,Groceries,855,843,21,3,114,31,0.796,LOC1000_1,A,35,0.88,19.11285751537849,0.019,0,0.95,3923,61.37,0.94,03/16/2023,858,1.28,2023-04-08,5,False
ITM10000,Groceries,900,917,21,3,124,34,0.796,LOC1000_2,A,35,0.88,19.11285751537849,0.019,0,0.95,3575,62.64,0.75,03/19/2023,795,1.269,2023-04-09,6,False
ITM10000,Groceries,1159,1154,21,3,156,43,0.796,LOC1000_3,A,35,0.88,19.11285751537849,0.019,1,0.92,5357,61.72,0.98,03/26/2023,1011,1.208,2023-04-10,0,False
ITM10000,Groceries,1093,1095,21,3,148,41,0.796,LOC1000_0,A,35,0.88,19.11285751537849,0.019,1,0.92,4444,61.95,0.82,04/06/2023,968,1.207,2023-04-11,1,False
ITM10000,Groceries,811,910,21,3,123,34,0.796,LOC1000_1,A,35,0.88,19.11285751537849,0.019,0,0.95,4373,66.41,0.86,03/14/2023,798,1.215,2023-04-12,2,False
ITM10000,Groceries,707,732,21,3,99,27,0.796,LOC1000_2,A,35,0.88,19.11285751537849,0.019,0,0.95,2977,63.28,0.83,04/09/2023,666,1.26,2023-04-13,3,False
ITM10000,Groceries,568,725,21,3,98,27,0.796,LOC1000_3,A,35,0.88,19.11285751537849,0.019,1,0.92,2424,71.61,0.93,03/31/2023,638,1.078,2023-04-14,4,False
ITM10000,Groceries,441,399,21,3,54,15,0.796,LOC1000_0,A,35,0.88,19.11285751537849,0.019,0,0.95,1333,58.14,0.91,03/17/2023,415,1.28,2023-04-15,5,False
ITM10000,Groceries,385,429,21,3,58,16,0.796,LOC1000_1,A,35,0.88,19.11285751537849,0.019,0,0.95,1462,66.16,0.91,04/14/2023,390,1.218,2023-04-16,6,False
ITM10000,Groceries,506,547,21,3,74,20,0.796,LOC1000_2,A,35,0.88,19.11285751537849,0.019,0,0.95,2498,65.01,0.88,04/08/2023,569,1.235,2023-04-17,0,False
ITM10000,Groceries,522,480,21,3,65,18,0.796,LOC1000_3,A,35,0.88,19.11285751537849,0.019,0,0.95,2251,58.8,0.83,04/12/2023,421,1.28,2023-04-18,1,False
ITM10000,Groceries,665,473,21,3,64,17,0.796,LOC1000_0,A,35,0.88,19.11285751537849,0.019,0,0.95,2171,49.39,0.92,03/27/2023,440,1.28,2023-04-19,2,False
ITM10000,Groceries,330,332,21,3,45,12,0.796,LOC1000_1,A,35,0.88,19.11285751537849,0.019,0,0.95,1220,62.33,0.93,04/16/2023,284,1.276,2023-04-20,3,False
ITM10000,Groceries,285,295,21,3,40,11,0.796,LOC1000_2,A,35,0.88,19.11285751537849,0.019,0,0.95,965,63.48,0.77,03/23/2023,264,1.26,2023-04-21,4,False
ITM10000,Groceries,273,332,21,3,45,12,0.796,LOC1000_3,A,35,0.88,19.11285751537849,0.019,0,0.95,1535,69.89,0.73,04/07/2023,312,1.173,2023-04-22,5,False
ITM10000,Groceries,381,384,21,3,52,14,0.796,LOC1000_0,A,35,0.88,19.11285751537849,0.019,0,0.95,1708,62.33,0.84,04/12/2023,351,1.275,2023-04-23,6,False
ITM10000,Groceries,405,480,21,3,65,18,0.796,LOC1000_1,A,35,0.88,19.11285751537849,0.019,3,0.86,2096,68.77,0.83,04/16/2023,438,0.97,2023-04-24,0,False
ITM10000,Groceries,329,554,21,3,75,21,0.796,LOC1000_2,A,35,0.88,19.11285751537849,0.019,1,0.92,2215,83.21,0.89,04/05/2023,567,0.964,2023-04-25,1,False
ITM10000,Groceries,473,451,21,3,61,17,0.796,LOC1000_3,A,35,0.88,19.11285751537849,0.019,1,0.92,1573,60.09,0.92,04/11/2023,428,1.208,2023-04-26,2,False
ITM10000,Groceries,473,414,21,3,56,15,0.796,LOC1000_0,A,35,0.88,19.11285751537849,0.019,1,0.92,1825,56.86,0.72,04/24/2023,359,1.208,2023-04-27,3,False
ITM10000,Groceries,252,295,21,3,40,11,0.796,LOC1000_1,A,35,0.88,19.11285751537849,0.019,0,0.95,1331,68.38,0.9,04/22/2023,271,1.193,2023-04-28,4,False
ITM10000,Groceries,472,384,21,3,52,14,0.796,LOC1000_2,A,35,0.88,19.11285751537849,0.019,0,0.95,1660,54.23,0.93,04/21/2023,334,1.28,2023-04-29,5,False
ITM10000,Groceries,565,510,21,3,69,19,0.796,LOC1000_3,A,35,0.88,19.11285751537849,0.019,0,0.95,1756,58.03,0.88,04/07/2023,454,1.28,2023-04-30,6,False
ITM10000,Groceries,574,466,21,3,63,17,0.796,LOC1000_0,A,35,0.88,19.11285751537849,0.019,1,0.92,2244,54.04,0.94,04/22/2023,400,1.208,2023-05-01,0,False
ITM10000,Groceries,559,554,21,3,75,21,0.796,LOC1000_1,A,35,0.88,19.11285751537849,0.019,1,0.92,2390,61.66,0.74,04/22/2023,557,1.208,2023-05-02,1,False
ITM10000,Groceries,588,562,21,3,76,21,0.796,LOC1000_2,A,35,0.88,19.11285751537849,0.019,1,0.92,2218,60.17,0.83,04/15/2023,518,1.208,2023-05-03,2,False
ITM10000,Groceries,433,451,21,3,61,17,0.796,LOC1000_3,A,35,0.88,19.11285751537849,0.019,2,0.89,2094,63.52,0.95,04/07/2023,453,1.112,2023-05-04,3,False
ITM10000,Groceries,407,429,21,3,58,16,0.796,LOC1000_0,A,35,0.88,19.11285751537849,0.019,0,0.95,1712,63.96,0.95,04/13/2023,426,1.249,2023-05-05,4,False
ITM10000,Groceries,470,421,21,3,57,15,0.796,LOC1000_1,A,35,0.88,19.11285751537849,0.019,0,0.95,2041,57.79,0.98,05/04/2023,402,1.28,2023-05-06,5,False
ITM10000,Groceries,643,532,21,3,72,20,0.796,LOC1000_2,A,35,0.88,19.11285751537849,0.019,0,0.95,2355,54.81,0.95,04/30/2023,466,1.28,2023-05-07,6,False
ITM10000,Groceries,739,606,21,3,82,22,0.796,LOC1000_3,A,35,0.88,19.11285751537849,0.019,1,0.92,2468,54.47,0.79,04/21/2023,584,1.208,2023-05-08,0,False
ITM10000,Groceries,675,673,21,3,91,25,0.796,LOC1000_0,A,35,0.88,19.11285751537849,0.019,2,0.89,2358,61.8,0.84,05/08/2023,670,1.136,2023-05-09,1,False
ITM10000,Groceries,670,584,21,3,79,22,0.796,LOC1000_1,A,35,0.88,19.11285751537849,0.019,1,0.92,2654,56.71,0.76,04/23/2023,542,1.208,2023-05-10,2,False
ITM10000,Groceries,413,495,21,3,67,18,0.796,LOC1000_2,A,35,0.88,19.11285751537849,0.019,1,0.92,1893,69.18,0.94,04/24/2023,439,1.109,2023-05-11,3,False
ITM10000,Groceries,301,406,21,3,55,15,0.796,LOC1000_3,A,35,0.88,19.11285751537849,0.019,0,0.95,1898,74.08,1.0,05/01/2023,370,1.125,2023-05-12,4,False
ITM10000,Groceries,332,414,21,3,56,15,0.796,LOC1000_0,A,35,0.88,19.11285751537849,0.019,0,0.95,1939,70.73,0.88,05/01/2023,409,1.161,2023-05-13,5,False
ITM10000,Groceries,634,488,21,3,66,18,0.796,LOC1000_1,A,35,0.88,19.11285751537849,0.019,0,0.95,1865,52.14,0.94,05/11/2023,473,1.28,2023-05-14,6,False
ITM10000,Groceries,511,591,21,3,80,22,0.796,LOC1000_2,A,35,0.88,19.11285751537849,0.019,1,0.92,1982,67.75,0.87,04/28/2023,575,1.127,2023-05-15,0,False
ITM10000,Groceries,789,577,21,3,78,21,0.796,LOC1000_3,A,35,0.88,19.11285751537849,0.019,1,0.92,2644,50.3,0.85,05/13/2023,520,1.208,2023-05-16,1,False
ITM10000,Groceries,646,532,21,3,72,20,0.796,LOC1000_0,A,35,0.88,19.11285751537849,0.019,0,0.95,2406,54.64,0.91,04/24/2023,487,1.28,2023-05-17,2,False
ITM10000,Groceries,250,495,21,3,67,18,0.796,LOC1000_1,A,35,0.88,19.11285751537849,0.019,0,0.95,1956,89.91,0.73,05/11/2023,452,0.983,2023-05-18,3,False
ITM10000,Groceries,447,392,21,3,53,14,0.796,LOC1000_2,A,35,0.88,19.11285751537849,0.019,1,0.92,1865,56.9,0.89,05/06/2023,407,1.208,2023-05-19,4,False
ITM10000,Groceries,440,362,21,3,49,13,0.796,LOC1000_3,A,35,0.88,19.11285751537849,0.019,0,0.95,1669,54.61,0.82,05/03/2023,336,1.28,2023-05-20,5,False
ITM10000,Groceries,538,488,21,3,66,18,0.796,LOC1000_0,A,35,0.88,19.11285751537849,0.019,1,0.92,1848,58.19,0.71,05/20/2023,449,1.208,2023-05-21,6,False
